"Activity, Exercise or Sport (1 hour)",130 lb,155 lb,180 lb,205 lb,Calories per kg
"Running, 7 mph (8.5 min mile)",678.27,808.61,939.11,1069.04,2.37887692657798
"Running, 7 mph (8.5 min mile)",678.45,808.71,940.94,1069.9,1.74535656893657
"Running, 7 mph (8.5 min mile)",678.32,808.61,939.16,1069.72,1.66401936194896
"Running, 7 mph (8.5 min mile)",679.1,808.24,939.73,1070.3,3.00029102040715
"Running, 7 mph (8.5 min mile)",679.41,809.17,940.87,1069.32,1.45446849148922
"Running, 7 mph (8.5 min mile)",678.02,809.05,940.32,1069.04,2.97755355288234
"Running, 7 mph (8.5 min mile)",679.93,809.07,940.82,1070.11,3.0825170610871
"Running, 7 mph (8.5 min mile)",679.83,808.22,940.72,1069.73,1.41709305109319
"Running, 7 mph (8.5 min mile)",679.28,809.91,939.86,1069.66,2.81434728578839
"Running, 7 mph (8.5 min mile)",678.2,808.7,940.24,1070.51,2.10706401482437
"Running, 7 mph (8.5 min mile)",679.25,808.3,939.53,1070.33,3.28357522832653
"Running, 7 mph (8.5 min mile)",679.55,808.4,940.82,1070.15,2.07031033616913
"Running, 7 mph (8.5 min mile)",679.11,808.13,939.46,1070.76,1.89427836784947
"Running, 7 mph (8.5 min mile)",679.22,808.51,940.15,1069.68,2.11624141052895
"Running, 7 mph (8.5 min mile)",679.17,809.07,940.65,1070.24,2.98595507204343
"Running, 7 mph (8.5 min mile)",678.7,808.62,939.01,1070.07,2.36327481698788
"Running, 7 mph (8.5 min mile)",679.0,809.77,940.13,1070.2,3.04827089483249
"Running, 7 mph (8.5 min mile)",678.28,808.41,940.82,1070.87,1.61578832508001
"Running, 7 mph (8.5 min mile)",679.92,809.7,940.18,1069.15,3.31280556238264
"Running, 7 mph (8.5 min mile)",678.75,808.0,940.44,1070.61,2.77126398854627
"Running, 7 mph (8.5 min mile)",678.8,808.36,940.22,1070.49,3.32016810873311
"Running, 7 mph (8.5 min mile)",678.68,808.28,940.55,1070.4,2.11508642417497
"Running, 7 mph (8.5 min mile)",678.12,809.11,939.3,1070.06,2.88039261383362
"Running, 7 mph (8.5 min mile)",679.57,808.58,940.68,1070.85,3.16482034027756
"Running, 7 mph (8.5 min mile)",678.94,809.97,939.18,1069.2,1.96978074241247
"Running, 7 mph (8.5 min mile)",678.42,809.28,939.83,1070.53,1.37675617521837
"Running, 7 mph (8.5 min mile)",678.59,809.53,939.45,1069.12,2.43841648995857
"Running, 7 mph (8.5 min mile)",678.12,808.94,939.44,1069.93,2.7021085233772
"Running, 7 mph (8.5 min mile)",678.53,808.58,939.25,1069.12,2.61229963985633
"Running, 7 mph (8.5 min mile)",679.18,809.98,939.53,1070.19,3.00678433803949
"Running, 7 mph (8.5 min mile)",678.95,809.07,939.4,1070.21,3.24379893682297
"Running, 7 mph (8.5 min mile)",678.4,808.58,939.02,1070.09,2.79832842543695
"Running, 7 mph (8.5 min mile)",678.07,808.37,940.01,1069.52,2.15058286412019
"Running, 7 mph (8.5 min mile)",679.3,809.86,940.97,1070.06,2.67247463478691
"Running, 7 mph (8.5 min mile)",678.43,808.25,940.99,1069.3,1.98829964426902
"Running, 7 mph (8.5 min mile)",679.82,810.0,939.0,1069.77,1.85226104326161
"Running, 7 mph (8.5 min mile)",678.03,808.85,940.14,1069.33,3.17429754769676
"Running, 7 mph (8.5 min mile)",679.52,808.36,939.55,1070.38,2.38382474340703
"Running, 7 mph (8.5 min mile)",679.45,808.65,940.0,1070.67,2.05708527456492
"Running, 7 mph (8.5 min mile)",679.65,809.02,939.2,1069.33,2.74600154723945
"Running, 7 mph (8.5 min mile)",679.26,808.22,940.73,1070.53,1.98557783041702
"Running, 7 mph (8.5 min mile)",678.3,809.92,939.47,1069.8,1.81817446625441
"Running, 7 mph (8.5 min mile)",679.64,809.33,939.71,1069.15,1.3838622089532
"Running, 7 mph (8.5 min mile)",679.72,808.6,940.19,1069.3,3.17956620606095
"Running, 7 mph (8.5 min mile)",679.38,809.56,939.64,1069.43,3.0932628969726
"Running, 7 mph (8.5 min mile)",678.03,808.13,939.02,1070.19,2.15789426310201
"Running, 7 mph (8.5 min mile)",679.16,808.1,940.14,1069.28,2.40542559973625
"Running, 7 mph (8.5 min mile)",678.96,809.2,940.68,1070.15,2.90057838204699
"Running, 7 mph (8.5 min mile)",678.36,808.73,940.14,1070.27,2.69379830594224
"Running, 7 mph (8.5 min mile)",678.6,809.34,939.79,1069.36,2.53875399840086
"Running, 7 mph (8.5 min mile)",678.79,808.34,940.5,1069.32,2.77151424968057
"Running, 7 mph (8.5 min mile)",678.26,808.02,940.37,1070.15,3.24420346625929
"Running, 7 mph (8.5 min mile)",678.54,809.22,940.27,1070.77,3.20101698487456
"Running, 7 mph (8.5 min mile)",678.11,809.78,939.01,1069.16,2.51226546129907
"Running, 7 mph (8.5 min mile)",679.11,809.79,939.78,1070.05,3.21777562552649
"Running, 7 mph (8.5 min mile)",679.21,809.64,939.91,1070.77,3.1135233620052
"Running, 7 mph (8.5 min mile)",678.55,809.57,939.15,1070.57,2.37491815972829
"Running, 7 mph (8.5 min mile)",679.57,809.31,939.33,1070.97,1.81101639526718
"Running, 7 mph (8.5 min mile)",679.61,809.16,939.48,1069.83,2.84062032547689
"Running, 7 mph (8.5 min mile)",679.18,809.81,939.02,1070.64,1.82824374964444
"Running, 7 mph (8.5 min mile)",678.03,808.3,940.77,1069.06,2.5708187293023
"Running, 7 mph (8.5 min mile)",678.04,808.16,939.63,1070.95,2.20301098189239
"Running, 7 mph (8.5 min mile)",678.85,808.43,940.43,1069.97,2.31201465566412
"Running, 7 mph (8.5 min mile)",678.12,808.09,940.62,1069.4,1.41366243513209
"Running, 7 mph (8.5 min mile)",678.33,809.09,939.26,1069.29,1.78447403297782
"Running, 7 mph (8.5 min mile)",678.79,808.12,939.92,1070.1,3.26478729247594
"Running, 7 mph (8.5 min mile)",678.73,808.39,939.79,1070.24,2.39845316840478
"Running, 7 mph (8.5 min mile)",679.55,808.2,940.6,1069.55,1.61929322302843
"Running, 7 mph (8.5 min mile)",678.28,808.29,939.05,1069.78,2.05293349746357
"Running, 7 mph (8.5 min mile)",678.31,809.05,939.68,1070.53,1.39070259346895
"Running, 7 mph (8.5 min mile)",678.92,809.83,939.73,1070.67,2.70188404261131
"Running, 7 mph (8.5 min mile)",678.58,809.64,939.68,1069.55,1.41150460849243
"Running, 7 mph (8.5 min mile)",678.55,808.85,940.23,1070.77,2.78097359843451
"Running, 7 mph (8.5 min mile)",678.99,809.36,939.16,1069.17,1.70007519650714
"Running, 7 mph (8.5 min mile)",678.21,809.17,940.52,1069.39,2.96572258824934
"Running, 7 mph (8.5 min mile)",679.51,808.32,939.63,1069.76,3.17556812912088
"Running, 7 mph (8.5 min mile)",678.7,809.32,939.46,1069.4,2.46568392554425
"Running, 7 mph (8.5 min mile)",678.65,808.47,939.81,1069.63,3.02759855330778
"Running, 7 mph (8.5 min mile)",679.4,808.78,939.77,1070.09,2.08935750208118
"Running, 7 mph (8.5 min mile)",679.32,808.37,939.4,1070.19,2.04753214083626
"Running, 7 mph (8.5 min mile)",679.0,809.19,939.52,1069.48,3.36136961611952
"Running, 7 mph (8.5 min mile)",679.59,808.3,940.13,1070.79,2.81096185852173
"Running, 7 mph (8.5 min mile)",678.72,809.95,940.85,1070.97,3.15317529303301
"Running, 7.5mph (8 min mile)",738.0,880.0,1022.0,1163.0,2.57464235223881
"Running, 7.5mph (8 min mile)",738.8,879.51,1022.46,1163.72,2.94836478890682
"Running, 7.5mph (8 min mile)",738.06,880.48,1021.38,1162.31,2.82711071850232
"Running, 7.5mph (8 min mile)",738.57,879.61,1021.42,1163.56,2.86978000087241
"Running, 7.5mph (8 min mile)",738.22,880.24,1021.18,1163.34,2.6916128027939
"Running, 7.5mph (8 min mile)",738.74,879.68,1021.8,1162.15,2.82215354107735
"Running, 7.5mph (8 min mile)",737.87,880.58,1021.39,1163.51,2.41209999358483
"Running, 7.5mph (8 min mile)",737.77,880.63,1023.0,1163.63,3.56051357114147
"Running, 7.5mph (8 min mile)",738.71,879.59,1021.9,1162.83,2.43843784929403
"Running, 7.5mph (8 min mile)",737.73,880.08,1021.1,1162.4,2.58526401162457
"Running, 7.5mph (8 min mile)",737.99,880.21,1021.48,1162.81,1.79323445117987
"Running, 7.5mph (8 min mile)",738.94,879.84,1021.57,1162.31,2.02545504826579
"Running, 7.5mph (8 min mile)",738.87,879.71,1022.9,1162.65,3.13136224767124
"Running, 7.5mph (8 min mile)",738.42,879.68,1022.54,1162.63,3.27587707072549
"Running, 7.5mph (8 min mile)",738.15,880.85,1022.73,1162.84,1.69420821461037
"Running, 7.5mph (8 min mile)",737.85,879.41,1021.95,1163.88,3.30564054057162
"Running, 7.5mph (8 min mile)",738.62,879.74,1021.74,1162.62,2.67174797836911
"Running, 7.5mph (8 min mile)",737.93,880.17,1021.74,1162.95,2.40863359619135
"Running, 7.5mph (8 min mile)",737.76,879.28,1022.39,1162.13,3.03126228446946
"Running, 7.5mph (8 min mile)",738.88,879.39,1022.71,1162.95,3.47881891826776
"Running, 7.5mph (8 min mile)",737.75,880.76,1022.49,1163.92,2.28196597270543
"Running, 7.5mph (8 min mile)",737.61,880.12,1022.08,1163.39,3.34791201621867
"Running, 7.5mph (8 min mile)",737.09,879.29,1021.52,1162.65,2.34872169734262
"Running, 7.5mph (8 min mile)",737.49,880.22,1022.0,1162.21,2.10324374954538
"Running, 7.5mph (8 min mile)",737.47,880.47,1021.77,1163.85,2.07166945829175
"Running, 7.5mph (8 min mile)",738.43,880.64,1022.79,1162.19,2.78930126862144
"Running, 7.5mph (8 min mile)",738.46,880.2,1021.06,1162.26,2.84162231542492
"Running, 7.5mph (8 min mile)",738.26,880.4,1022.19,1163.55,3.39443312033262
"Running, 7.5mph (8 min mile)",737.96,880.69,1021.93,1163.92,2.4345232713291
"Running, 7.5mph (8 min mile)",737.92,880.16,1021.6,1163.4,2.25492613556607
"Running, 7.5mph (8 min mile)",737.61,879.07,1021.7,1162.94,3.51651539601203
"Running, 7.5mph (8 min mile)",737.6,880.15,1022.65,1162.95,2.35979675575459
"Running, 7.5mph (8 min mile)",738.01,880.25,1022.11,1162.51,2.03759336618029
"Running, 7.5mph (8 min mile)",738.05,879.26,1021.25,1163.4,1.72980276182501
"Running, 7.5mph (8 min mile)",737.92,879.78,1022.69,1162.08,2.40676143130158
"Running, 7.5mph (8 min mile)",737.51,880.66,1021.37,1162.87,1.74960597434678
"Running, 7.5mph (8 min mile)",738.82,879.99,1022.04,1163.72,1.89421319939045
"Running, 7.5mph (8 min mile)",737.26,880.97,1022.24,1162.28,2.51772039410942
"Running, 7.5mph (8 min mile)",738.67,880.08,1022.24,1163.98,1.7617023656032
"Running, 7.5mph (8 min mile)",738.65,879.28,1021.1,1162.73,1.65568437350854
"Running, 7.5mph (8 min mile)",738.29,879.99,1022.38,1162.08,2.41077451035376
"Running, 7.5mph (8 min mile)",737.48,879.71,1021.64,1162.69,2.08965573819813
"Running, 7.5mph (8 min mile)",737.21,879.82,1022.7,1163.38,2.77085155021891
"Running, 7.5mph (8 min mile)",738.53,879.3,1021.32,1162.68,3.37799264063709
"Running, 7.5mph (8 min mile)",738.62,879.14,1022.17,1163.27,2.35474056279897
"Running, 7.5mph (8 min mile)",737.17,879.76,1021.18,1163.84,1.97230905922685
"Running, 7.5mph (8 min mile)",737.39,879.98,1022.39,1163.23,2.35024593560736
"Running, 7.5mph (8 min mile)",737.11,880.98,1021.41,1163.0,2.84931021865222
"Running, 7.5mph (8 min mile)",738.37,879.9,1021.95,1162.59,3.38445901401176
"Running, 7.5mph (8 min mile)",737.32,879.96,1022.98,1163.8,2.25353651114795
"Running, 7.5mph (8 min mile)",738.21,880.35,1022.49,1163.51,2.24287990279225
"Running, 7.5mph (8 min mile)",737.85,880.27,1022.36,1163.73,3.20157398674084
"Running, 7.5mph (8 min mile)",738.04,880.82,1022.92,1162.83,1.77010989664075
"Running, 7.5mph (8 min mile)",738.81,880.98,1022.94,1162.08,3.235774543852
"Running, 7.5mph (8 min mile)",738.6,879.97,1021.38,1163.8,1.62930017318896
"Running, 7.5mph (8 min mile)",738.68,880.92,1022.09,1162.33,3.49638587503384
"Running, 7.5mph (8 min mile)",738.03,879.06,1021.68,1163.02,1.61171863659932
"Running, 7.5mph (8 min mile)",738.31,880.5,1022.66,1163.25,1.98178233937661
"Running, 7.5mph (8 min mile)",737.92,879.76,1021.98,1162.04,2.22434973410535
"Running, 7.5mph (8 min mile)",738.99,880.14,1022.07,1162.67,2.76985636370501
"Running, 7.5mph (8 min mile)",737.25,880.39,1021.85,1162.26,3.49884256010958
"Running, 7.5mph (8 min mile)",737.89,880.72,1022.77,1163.28,1.77490653389393
"Running, 7.5mph (8 min mile)",738.35,879.82,1021.17,1162.66,2.05393423394977
"Running, 7.5mph (8 min mile)",738.46,879.78,1021.94,1163.31,1.90175365736355
"Running, 7.5mph (8 min mile)",737.25,879.81,1021.26,1162.67,2.85299975416114
"Running, 7.5mph (8 min mile)",737.31,879.53,1021.43,1162.94,2.89182771100848
"Running, 7.5mph (8 min mile)",738.27,880.19,1022.39,1162.01,3.20239545762259
"Running, 7.5mph (8 min mile)",737.37,879.14,1022.86,1163.3,2.95274375759744
"Running, 7.5mph (8 min mile)",737.36,879.77,1021.17,1162.04,2.04614156010191
"Running, 7.5mph (8 min mile)",737.74,880.53,1022.3,1162.1,1.64632472633858
"Running, 7.5mph (8 min mile)",738.36,879.63,1021.02,1163.12,1.82395079689514
"Running, 7.5mph (8 min mile)",738.84,879.38,1022.63,1163.91,3.37570627466376
"Running, 7.5mph (8 min mile)",738.62,880.94,1021.23,1163.21,3.56831266425182
"Running, 7.5mph (8 min mile)",737.34,880.58,1022.7,1162.79,2.88924289621529
"Running, 7.5mph (8 min mile)",737.85,880.26,1022.14,1163.99,3.5202330562725
"Running, 7.5mph (8 min mile)",738.98,880.07,1021.96,1163.96,3.54796663905837
"Running, 7.5mph (8 min mile)",738.28,879.88,1022.59,1162.83,1.60190231504956
"Running, 7.5mph (8 min mile)",738.78,880.09,1021.65,1162.36,2.6948720143652
"Running, 7.5mph (8 min mile)",737.38,880.03,1021.56,1162.24,1.7348667861574
"Running, 7.5mph (8 min mile)",737.89,880.74,1022.19,1163.13,2.04819802864704
"Running, 7.5mph (8 min mile)",738.47,880.08,1022.52,1163.65,1.81710391086452
"Running, 7.5mph (8 min mile)",738.55,880.32,1021.32,1163.79,2.51735870632967
"Running, 7.5mph (8 min mile)",738.48,880.63,1021.06,1162.95,2.18362343896573
"Running, 7.5mph (8 min mile)",738.43,879.0,1022.85,1163.39,2.401360485035
"Running, 7.5mph (8 min mile)",738.54,880.17,1021.06,1163.83,2.90242140287135
"Running, 7.5mph (8 min mile)",738.22,880.0,1021.76,1162.27,2.82250010672843
"Running, 7.5mph (8 min mile)",738.71,879.25,1022.01,1162.57,2.44144756026528
"Running, 7.5mph (8 min mile)",737.65,879.06,1022.8,1162.21,1.80866024127593
"Running, 7.5mph (8 min mile)",738.82,880.95,1021.94,1163.45,1.73720931572659
"Running, 7.5mph (8 min mile)",737.25,879.61,1021.27,1163.16,3.36143016401684
"Running, 7.5mph (8 min mile)",737.1,880.77,1021.21,1162.35,2.25492625968945
"Running, 7.5mph (8 min mile)",737.72,879.02,1022.79,1163.96,3.31648788916835
"Running, 7.5mph (8 min mile)",738.11,880.63,1021.06,1162.71,2.54220348578122
"Running, 7.5mph (8 min mile)",737.16,879.22,1022.43,1163.1,3.43896278190832
"Running, 7.5mph (8 min mile)",737.41,880.48,1022.25,1163.65,2.91214006762501
"Running, 7.5mph (8 min mile)",738.62,879.61,1022.39,1162.69,1.89501793039996
"Running, 7.5mph (8 min mile)",737.43,879.98,1022.13,1163.29,1.8901813216778
"Running, 7.5mph (8 min mile)",737.49,879.3,1022.4,1162.85,2.3532723177748
"Running, 7.5mph (8 min mile)",738.81,880.82,1021.77,1162.62,3.1833553076477
"Running, 7.5mph (8 min mile)",738.35,879.69,1022.64,1162.12,3.00611902563743
"Running, 7.5mph (8 min mile)",738.53,879.47,1021.62,1163.62,2.30056607949218
"Running, 7.5mph (8 min mile)",738.21,879.18,1021.19,1163.32,3.30215900754897
"Running, 7.5mph (8 min mile)",737.08,879.45,1022.8,1162.46,2.42837326916225
"Running, 7.5mph (8 min mile)",738.69,880.01,1021.49,1163.45,1.71072475644496
"Running, 7.5mph (8 min mile)",737.67,879.54,1021.82,1163.95,2.87191343516683
"Running, 7.5mph (8 min mile)",737.65,880.83,1021.83,1163.04,3.51844891406223
"Running, 7.5mph (8 min mile)",738.74,880.36,1021.19,1163.06,1.64813040144507
"Running, 7.5mph (8 min mile)",737.76,880.69,1022.06,1163.81,3.02826188347624
"Running, 7.5mph (8 min mile)",738.73,879.84,1021.88,1163.42,1.90917246987994
"Running, 7.5mph (8 min mile)",737.74,880.5,1021.59,1163.74,2.73952168385506
"Running, 7.5mph (8 min mile)",738.1,879.92,1022.34,1162.04,1.87797454766548
"Running, 7.5mph (8 min mile)",738.25,880.13,1022.33,1162.99,2.56221669212281
"Running, 7.5mph (8 min mile)",738.36,880.11,1022.95,1163.47,3.23957771711418
"Running, 7.5mph (8 min mile)",738.29,880.92,1022.08,1163.91,2.12745698845565
"Running, 7.5mph (8 min mile)",738.12,880.07,1021.9,1163.39,2.50133077642572
"Running, 7.5mph (8 min mile)",738.58,880.3,1021.46,1162.13,2.10917516330768
"Running, 7.5mph (8 min mile)",738.93,879.89,1021.69,1162.43,1.87334141192689
"Running, 7.5mph (8 min mile)",737.14,880.37,1022.45,1162.29,1.89816305782565
"Running, 7.5mph (8 min mile)",738.94,880.81,1021.79,1162.04,2.49131024757084
"Running, 7.5mph (8 min mile)",737.05,879.63,1021.56,1163.85,2.4299817319255
"Running, 7.5mph (8 min mile)",737.57,880.21,1021.08,1162.48,3.46831066937506
"Running, 7.5mph (8 min mile)",738.5,879.4,1021.51,1163.03,3.0687210847654
"Running, 7.5mph (8 min mile)",738.08,879.41,1021.98,1162.75,3.0142200331651
"Running, 7.5mph (8 min mile)",738.96,881.0,1021.26,1163.13,3.49334550922331
"Running, 7.5mph (8 min mile)",737.29,880.76,1022.37,1162.95,1.5764144305665
"Running, 7.5mph (8 min mile)",737.73,880.67,1022.42,1162.86,1.60810850499212
"Running, 7.5mph (8 min mile)",738.97,880.49,1022.55,1162.79,3.46081608167055
"Running, 7.5mph (8 min mile)",737.25,880.29,1021.89,1163.41,1.77938203685114
"Running, 7.5mph (8 min mile)",737.28,879.53,1021.32,1163.7,2.93564122799529
"Running, 7.5mph (8 min mile)",737.15,879.38,1021.25,1163.04,2.52878936083788
"Running, 7.5mph (8 min mile)",738.26,880.0,1022.09,1162.26,1.84106799522312
"Running, 7.5mph (8 min mile)",737.36,879.72,1022.52,1163.53,2.67735834513698
"Running, 7.5mph (8 min mile)",737.81,880.81,1021.97,1162.36,2.29373235252706
"Running, 7.5mph (8 min mile)",738.09,879.7,1021.84,1162.08,2.65732281185554
"Running, 7.5mph (8 min mile)",738.46,879.25,1022.45,1162.62,2.93067155692357
"Running, 7.5mph (8 min mile)",737.81,880.55,1022.3,1162.03,3.36291399286225
"Running, 7.5mph (8 min mile)",738.53,879.62,1021.6,1163.69,2.13005241097334
"Running, 7.5mph (8 min mile)",738.56,879.45,1021.18,1162.21,3.29996059518615
"Running, 7.5mph (8 min mile)",737.75,879.83,1021.91,1163.29,2.46135864353522
"Running, 7.5mph (8 min mile)",738.03,880.34,1022.06,1163.4,2.06522335962523
"Running, 7.5mph (8 min mile)",737.53,879.09,1022.89,1163.49,2.95747943973197
"Running, 7.5mph (8 min mile)",738.01,880.35,1021.9,1162.76,2.01864863812147
"Running, 7.5mph (8 min mile)",738.19,879.82,1021.07,1163.08,3.56256729993875
"Running, 7.5mph (8 min mile)",738.39,879.7,1022.15,1162.8,2.35297718610264
"Running, 7.5mph (8 min mile)",738.87,880.33,1022.73,1163.41,1.8841976260636
"Running, 7.5mph (8 min mile)",738.39,879.76,1022.87,1163.59,2.05645184229874
"Running, 7.5mph (8 min mile)",738.81,879.53,1021.01,1163.98,2.86402328178359
"Running, 7.5mph (8 min mile)",738.97,880.4,1021.97,1162.73,1.73036185903757
"Running, 7.5mph (8 min mile)",738.25,879.35,1022.61,1163.13,2.22324259130856
"Running, 7.5mph (8 min mile)",737.73,879.24,1021.27,1163.5,3.42154613221827
"Running, 7.5mph (8 min mile)",738.33,879.11,1022.46,1162.24,2.10744524938384
"Running, 7.5mph (8 min mile)",738.49,879.13,1021.26,1162.61,1.94855185099525
"Running, 7.5mph (8 min mile)",737.9,880.04,1022.98,1163.18,2.23871190498484
"Running, 7.5mph (8 min mile)",738.6,879.25,1022.61,1162.27,3.50494151644967
"Running, 7.5mph (8 min mile)",737.61,879.38,1022.23,1163.33,2.35090105335209
"Running, 7.5mph (8 min mile)",738.6,880.16,1021.96,1163.79,2.31387495245197
"Running, 7.5mph (8 min mile)",738.33,880.43,1022.74,1162.36,3.29916632622714
"Running, 7.5mph (8 min mile)",738.04,880.54,1021.77,1162.21,3.21735677175074
"Running, 7.5mph (8 min mile)",738.89,879.72,1022.91,1163.42,2.30154573723247
"Running, 7.5mph (8 min mile)",737.43,879.21,1021.66,1163.43,2.225807376792
"Running, 7.5mph (8 min mile)",737.02,880.27,1022.81,1163.28,3.12973104245339
"Running, 7.5mph (8 min mile)",737.47,880.25,1021.97,1162.18,2.07385699305611
"Running, 7.5mph (8 min mile)",738.33,879.08,1022.83,1162.2,2.35351927847271
"Running, 7.5mph (8 min mile)",737.82,879.62,1021.99,1163.44,3.05341857673853
"Running, 7.5mph (8 min mile)",738.76,879.28,1021.63,1162.85,1.88964204806659
"Running, 7.5mph (8 min mile)",737.83,879.45,1022.4,1163.3,3.16217140544818
"Running, 7.5mph (8 min mile)",737.39,879.07,1021.15,1162.1,3.05349528963759
"Running, 7.5mph (8 min mile)",737.48,879.9,1021.56,1163.52,2.77156491094719
"Running, 7.5mph (8 min mile)",737.13,880.19,1022.92,1162.52,2.9182617461444
"Running, 7.5mph (8 min mile)",737.36,879.92,1022.33,1163.34,1.6737931905405
"Running, 7.5mph (8 min mile)",738.61,880.76,1022.43,1163.48,2.72380736412178
"Running, 7.5mph (8 min mile)",737.02,880.36,1022.64,1162.7,1.67054359246911
"Running, 7.5mph (8 min mile)",738.49,880.65,1021.84,1163.13,1.7871331042237
"Running, 7.5mph (8 min mile)",737.37,879.99,1022.31,1162.34,2.53965443591903
"Running, 7.5mph (8 min mile)",737.15,879.19,1022.84,1163.57,2.94137184974772
"Running, 7.5mph (8 min mile)",737.95,879.03,1022.93,1163.8,2.09812390620827
"Running, 7.5mph (8 min mile)",738.83,880.79,1021.48,1163.11,2.24148885196355
"Running, 7.5mph (8 min mile)",738.47,880.01,1021.8,1163.14,3.11867313416132
"Running, 7.5mph (8 min mile)",737.59,880.23,1022.72,1162.45,2.44560571089302
"Running, 7.5mph (8 min mile)",737.38,879.24,1021.19,1163.42,2.11091912566709
"Running, 7.5mph (8 min mile)",738.55,880.62,1022.66,1163.91,3.41083774169812
